Food Name,Protein (g),Fat (g),Carbohydrates (g),Calories,Sucrose (g),Glucose (g),Fructose (g),Lactose (g),Maltose (g),Sugar (g),Galactose (g),Fiber (g),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Potasssium (mg),Sodium (mg),Zinc (mg),Cupper (mg),Manganese (mg),Selenium (mcg),Vitamin A (IU),Retinol (mcg),Retinol Equivalents (mcg),Beta Carotene (mcg),Alpha Carotene (mcg),Vitamin E (mg),Vitamin D (mcg),Vitamin D2 (Ergocalciferol)  (mcg),Vitamin D3 (Cholecalciferol) (mcg),Beta Cryptoxanthin (mcg),Lycopene (mcg),Lutein and Zeaxanthin (mcg),Vitamin C (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Vitamin B5 (mg),Vitamin B6 (mg),Folate (B9) (mcg),Vitamin B12,Choline (mg),Cholesterol (mg),Saturated Fat (g),Net Carbs
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",27.78,7.15,0,183,0,0,0,0,0,0,0,0,22,1.68,24,220,351,58,5.01,0.076,0.01,29.8,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.081,0.146,7.256,0.548,0.609,9,1.44,105.8,78,2.951,0
"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",33.59,6.77,0,205,0,0,0,0,0,0,0,0,20,2.78,22,208,275,57,8.01,0.105,0.011,32.5,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.063,0.158,4.175,0.572,0.285,9,1.92,127.9,93,2.666,0
"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",27.95,12.71,0,234,0,0,0,0,0,0,0,0,22,1.7,24,223,355,59,5.06,0.076,0.01,30.1,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0.081,0.146,7.301,0.552,0.612,9,1.45,0,92,4.934,0
"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",27.27,14.74,0,249,0,0,0,0,0,0,0,0,20,1.75,23,212,340,56,4.93,0.082,0.01,29.5,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.074,0.131,7.257,0.538,0.571,8,1.6,0,89,5.72,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",26.05,11.07,0,211,0,0,0,0,0,0,0,0,19,1.66,22,201,323,53,4.67,0.078,0.009,28,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.07,0.126,6.933,0.514,0.545,8,1.53,99.2,83,0,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",20.64,8.55,0,165,0,0,0,0,0,0,0,0,25,1.49,21,189,317,52,3.58,0.07,0.011,23.1,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.064,0.1,6.087,0.594,0.563,11,1.06,86.2,66,3.14,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",25.66,12.36,0,221,0,0,0,0,0,0,0,0,17,1.7,20,189,308,50,4.52,0.083,0.009,27.3,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0.064,0.113,6.959,0.505,0.511,8,1.69,97.7,85,4.546,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, raw",20.64,9.51,0,174,0,0,0,0,0,0,0,0,25,1.47,21,183,313,51,3.61,0.067,0.013,22.1,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0.055,0.087,6.658,0.603,0.556,11,1.15,86.2,68,3.493,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",26.44,9.78,0,201,0,0,0,0,0,0,0,0,21,1.62,23,212,338,56,4.82,0.073,0.009,28.7,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0.077,0.138,6.906,0.522,0.579,8,1.37,100.7,81,3.595,0
"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",20.64,7.68,0,157,0,0,0,0,0,0,0,0,24,1.51,21,194,321,53,3.54,0.073,0.01,24.1,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0.074,0.112,5.516,0.585,0.57,11,0.98,86.2,65,2.822,0
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",29.96,4.28,0,167,0,0,0,0,0,0,0,0,18,3.24,17,305,433,75,5.12,0.066,0.005,30.7,15,5,5,0,0,0.32,0,0,0,0,0,0,0,0.088,0.326,8.935,0.496,0.878,5,2.28,89.8,86,1.788,0
"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",25.74,5.69,0,161,0,0,0,0,0,0,0,0,8,3.02,23,234,293,73,7.83,0.121,0,25.2,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.11,0.229,3.613,0,0.32,8,3.37,98,94,1.71,0
"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",26.13,5.02,0,157,0,0,0,0,0,0,0,0,7,2.8,23,217,293,68,7.83,0.112,0,25.3,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.112,0.232,3.668,0,0.324,8,3.42,99.5,99,2,0
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",26.11,11.65,0,217,0,0,0,0,0,0,0,0,7,2.81,24,218,304,68,8.92,0.113,0,20,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0.112,0.232,3.665,0,0.324,8,3.42,99.4,93,3.62,0
"Beef, chuck, top blade, separable lean only, trimmed to 0"" fat, select, cooked, broiled",26.16,8,0,184,0,0,0,0,0,0,0,0,7,2.8,24,217,304,68,8.92,0.112,0,20,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.141,0.228,4.049,0,0.478,9,3.78,99.6,94,2.71,0
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",30.12,4.62,0,170,0,0,0,0,0,0,0,0,18,3.26,17,305,426,78,5.22,0.066,0.006,30.3,15,4,4,0,0,0.34,0,0,0,0,0,0,0,0.088,0.313,9.215,0.485,0.887,5,2.3,90.5,86,1.769,0
"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",29.7,3.85,0,162,0,0,0,0,0,0,0,0,19,3.25,16,304,436,76,4.89,0.066,0.004,31.4,16,5,5,0,0,0.29,0,0,0,0,0,0,0,0.088,0.345,8.514,0.513,0.865,5,2.25,88.7,88,1.502,0
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",21.22,7.17,0,155,0,0,0,0,0,0,0,0,25,1.55,22,195,328,54,3.7,0.072,0.012,23.9,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0.066,0.102,6.257,0.61,0.579,11,1.09,88.6,65,2.978,0
"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",21.22,6.06,0,145,0,0,0,0,0,0,0,0,24,1.54,22,197,326,54,3.6,0.074,0.01,24.5,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.076,0.115,5.671,0.601,0.586,11,1.01,88.6,62,2.514,0
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",20.61,6.01,0,137,0,0,0,0,0,0,0,0,18,2.18,21,204,357,85,8.21,0.065,0.011,22.5,6,2,2,0,0,0.2,0.1,0,0.1,0,0,0,0,0.065,0.16,4.593,0.655,0.403,3,2.95,69.3,69,2.55,0
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",20.67,6.21,0,139,0,0,0,0,0,0,0,0,17,2.18,21,201,332,85,8.25,0.063,0.011,21.8,6,2,2,0,0,0.23,0.1,0,0.1,0,0,0,0,0.06,0.157,4.593,0.59,0.383,3,2.91,68.7,67,2.354,0
"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, raw",20.52,5.71,0,133,0,0,0,0,0,0,0,0,19,2.21,21,200,393,86,8.29,0.071,0.011,24.3,7,2,2,0,0,0.15,0.1,0,0.1,0,0,0,0,0.07,0.17,4.83,0.72,0.435,3,2.98,69.9,74,1.61,0
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw",20.15,9.86,0,169,0,0,0,0,0,0,0,0,13,1.98,22,212,349,79,4.93,0.069,0.002,21.6,12,4,4,0,0,0.16,0.1,0,0.1,0,0,0,0,0.07,0.154,6.115,0.647,0.586,3,1.68,61.3,67,3.704,0
"Beef, plate, inside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",26.66,10.06,0,205,0,0,0,0,0,0,0,0,11,2.83,24,236,295,76,7.43,0.095,0,19.9,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.092,0.194,3.82,0,0.327,7,3.8,101.5,85,3.85,0
"Beef, plate, outside skirt steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",24.18,14.37,0,233,0,0,0,0,0,0,0,0,10,2.66,25,221,393,94,5.72,0.089,0,18.7,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.119,0.195,4.331,0,0.495,8,4.3,92.1,91,5.97,0
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",28.84,14.95,0,250,0,0,0,0,0,0,0,0,14,3.19,23,200,264,75,11.95,0.113,0.015,33.3,5,2,2,0,0,0.1,0.2,0,0.2,0,0,0,0,0.1,0.257,3.467,0.8,0.291,7,4.06,95.9,102,4.22,0
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",28.79,12.08,0,224,0,0,0,0,0,0,0,0,14,3.21,23,209,308,75,12.28,0.111,0.016,36,8,2,2,0,0,0.07,0.1,0,0.1,0,0,0,0,0.1,0.28,3.74,0.87,0.33,7,3.66,106.6,108,3.54,0
"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",28.82,13.8,0,240,0,0,0,0,0,0,0,0,14,3.2,23,201,276,75,11.99,0.114,0.016,33.9,6,2,2,0,0,0.09,0.1,0,0.1,0,0,0,0,0.1,0.263,3.523,0.835,0.308,7,3.92,101.2,105,3.89,0
"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",20.57,8.45,0,158,0,0,0,0,0,0,0,0,12,2.02,22,206,336,82,5.05,0.063,0.002,25.4,13,4,4,0,0,0.11,0.1,0,0.1,0,0,0,0,0.079,0.154,5.875,0.73,0.597,3,1.88,58.6,69,3.424,0
"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",26.75,8.34,0,182,0,0,0,0,0,0,0,0,17,1.69,23,211,340,55,4.93,0.079,0.01,30.9,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0.073,0.136,7.655,0.526,0.574,9,1.53,101.9,78,3.108,0
"Alcoholic beverage, beer, regular, all",0.46,0,3.55,43,0,0,0,0,0,0,0,0,4,0.02,6,14,27,4,0.01,0.005,0.008,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.025,0.513,0.041,0.046,6,0.02,10.1,0,0,3.55
"Alcoholic beverage, beer, regular, BUDWEISER",0.36,0,2.97,41,0,0,0,0,0,0,0,0,4,0,7,13,33,3,0,0.003,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97
"Alcoholic beverage, beer, light, BUDWEISER SELECT",0.2,0,0.87,28,0,0,0,0,0,0,0,0,4,0,6,0,26,3,0.01,0.001,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87
"Alcoholic beverage, beer, light",0.24,0,1.64,29,0,0.09,0,0,0,0.09,0,0,4,0.03,5,12,21,4,0.01,0.006,0.006,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.015,0.391,0.03,0.034,6,0.02,8.8,0,0,1.64
"Alcoholic beverage, beer, light, BUD LIGHT",0.25,0,1.3,29,0,0,0,0,0,0,0,0,3,0,7,11,26,3,0,0.002,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
"Alcoholic beverage, daiquiri, canned",0,0,15.7,125,0,0,0,0,0,0,0,0,0,0.01,1,2,11,40,0.03,0.016,0.005,0.1,2,0,0,0,0,0,0,0,0,0,0,0,1.3,0.001,0.001,0.014,0.007,0.003,1,0,0,0,0,15.7
"Alcoholic beverage, daiquiri, prepared-from-recipe",0.06,0.06,6.94,186,0,0,0,0,0,5.58,0,0.1,3,0.09,2,5,21,5,0.04,0.022,0.015,0.1,4,0,0,2,0,0.03,0,0,0,0,0,0,1.6,0.013,0.005,0.051,0.017,0.008,2,0,0,0,0.006,6.84
"Alcoholic beverage, beer, light, low carb",0.17,0,0.73,27,0,0,0,0,0,0,0,0,4,0,4,8,17,3,0.01,0.002,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73
"Alcoholic beverage, pina colada, canned",0.6,7.6,27.6,237,0,0,0,0,0,0,0,0.1,1,0.03,6,36,83,71,0.2,0.087,0.319,0.7,24,0,1,0,0,0,0,0,0,0,0,0,1.5,0.017,0.005,0.104,0.054,0.017,6,0,0,0,6.571,27.5
"Beverages, almond milk, sweetened, vanilla flavor, ready-to-drink",0.42,1.04,6.59,38,0,0,0,0,0,6.25,0,0.4,188,0.3,7,8,50,63,0.63,0.017,0.033,0.1,208,63,63,0,0,2.81,1,0,0,0,0,0,0,0.015,0.177,0.075,0.009,0.003,1,1.25,1,0,0,6.19
"Alcoholic beverage, pina colada, prepared-from-recipe",0.42,1.88,22.66,174,0,0,0,0,0,22.33,0,0.3,8,0.21,8,7,71,6,0.13,0.079,0.528,0.7,2,0,0,1,0,0.02,0,0,0,0,0,0,4.9,0.029,0.017,0.118,0.061,0.045,12,0,0,0,1.636,22.36
"Alcoholic beverage, tequila sunrise, canned",0.3,0.1,11.3,110,0,0,0,0,0,0,0,0,0,0.02,7,10,10,57,0.6,0.042,0.014,0,97,0,5,0,0,0,0,0,0,0,0,0,19.3,0.038,0.016,0.19,0.088,0.05,11,0,0,0,0,11.3
"Beverages,  Energy drink, Citrus",0,0,11.27,45,0,0,0,0,0,10.42,0,0,8,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,11.27
"Beverages, MONSTER energy drink, low carb",0,0,1.38,5,0,0,0,0,0,1.38,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708,8.333,0,0.833,0,2.5,0,0,0,1.38
"Beverages, Whiskey sour mix, powder",0.6,0.1,97.3,383,0,0,0,0,0,97.3,0,0,272,0.39,19,13,19,274,0.14,0.13,0,0.6,30,0,2,0,0,0,0,0,0,0,0,0,2.7,0.005,0,0,0.06,0,0,0.01,0,0,0.019,97.3
"Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix",0.1,0.02,15.85,164,0,0,0,0,0,15.81,0,0,46,0.08,3,4,4,47,0.04,0.034,0.007,0.1,5,0,0,0,0,0,0,0,0,0,0,0,0.4,0.003,0.002,0.005,0.01,0,0,0,0,0,0.003,15.85
"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",0,0,1.03,4,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,2.5,0,0,0,1.03
"Alcoholic beverage, whiskey sour, canned",0,0,13.4,119,0,0,0,0,0,0,0,0.1,0,0.01,1,6,11,44,0.06,0.009,0.006,0.1,13,0,1,0,0,0,0,0,0,0,0,0,1.6,0.011,0.006,0.02,0.008,0,0,0,0,0,0,13.3
"Beverages, Whiskey sour mix, bottled",0.1,0.1,21.4,87,0,0,0,0,0,21.4,0,0,2,0.11,1,6,28,102,0.07,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.013,0.01,0,0.013,0,0,0,0.9,0,0.008,21.4
"Alcoholic beverage, whiskey sour, prepared from item 14028",0.06,0.06,12.82,153,0,0,0,0,0,12.78,0,0,1,0.08,1,5,18,61,0.06,0.008,0.007,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.01,0.008,0.005,0.008,0,0,0,0,0,0.005,12.82
"Beverages, THE COCA-COLA COMPANY, NOS energy drink, Original, grape, loaded cherry, charged citrus, fortified with vitamins B6 and B12",0,0,11.25,44,0,0,0,0,0,11.25,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,2.5,0,0,0,11.25
"Beverages, water, bottled, yumberry, pomegranate with anti-oxidants, zero calories",0,0,1.25,5,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,25,0,0,0.833,0.417,0.083,0,0.25,0,0,0,1.25
"Beverages, ABBOTT, EAS whey protein powder",66.67,5.13,17.95,385,0,0,0,0,0,5.13,0,0,256,0.92,181,643,564,385,7.14,1,0,24.8,54,15,15,0,0,0.38,0,0,0,0,0,0,0.8,0.714,0.857,10,0,1,200,2.27,81.6,205,2.564,17.95
"Alcoholic beverage, creme de menthe, 72 proof",0,0.3,41.6,371,0,0,0,0,0,41.6,0,0,0,0.07,0,0,0,5,0.04,0.08,0.04,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0.014,41.6
"Beverages, ABBOTT, EAS soy protein powder",47.62,3.57,43.94,405,0,0,0,0,0,40.48,0,0,95,6.43,22,441,714,452,2.29,1.001,0.849,0.7,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.1,0.057,0.817,0.034,0.057,100,0,113.7,0,0,43.94
"Beverages, CYTOSPORT, Muscle Milk, ready-to-drink",5.87,2.01,2.06,49,0,0,0,0,0,0.78,0,0.2,69,1.3,20,101,198,95,1.05,0.143,0,0,365,88,88,0,0,0.83,0.7,0,0.6,0,0,0,27.6,0.133,0.139,1.416,0.604,0.224,33,0.69,0,2,0.221,1.86
"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",0,0,0,231,0,0,0,0,0,0,0,0,0,0.04,0,4,2,1,0.04,0.021,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.004,0.013,0,0.001,0,0,0,0,0,0
"Beverages, OCEAN SPRAY, Cran-Energy, Cranberry Energy Juice Drink",0,0,3.75,15,0,0,0,0,0,3.75,0,0,0,0,2,1,0,21,0.01,0.01,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.003,0.354,4.167,2.083,0.417,0,1.25,0.4,0,0,3.75
"Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink",5.38,5.38,17.29,138,0,0,0,0,0,8.46,0,1.2,135,1.73,38,115,138,77,1.73,0.192,0.269,6.7,480,72,84,144,0,5.19,2.3,0,2.3,0,0,0,23.1,0.144,0.163,1.537,0.961,0.269,38,0.81,21.1,4,0.42,16.09
"Beverages, SLIMFAST, Meal replacement,  High Protein Shake, Ready-To-Drink, 3-2-1 plan",6.59,2.88,0.85,58,0,0,0,0,0,0.6,0,0.4,130,0.96,44,136,179,72,0.85,0.014,0,4.5,565,171,171,0,0,4.58,1.1,0,1.1,0,0,0,19.4,0.17,0.19,2.39,1.195,0.208,39,0.6,0,4,0.45,0.45
"Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan",3.32,1.93,7.74,57,0,0,0,0,0,5.95,0,1.6,161,0.87,45,161,193,68,0.72,0.012,0,5.7,565,170,170,0,0,4.58,1.1,0,0,0,0,0,19.4,0.17,0.19,2.26,1.378,0.225,39,0.68,14.8,3,0.54,6.14
"Beverages, UNILEVER, SLIMFAST Shake Mix, powder, 3-2-1 Plan",8.13,13.34,73.92,448,0,0,0,0,0,38.02,0,18.1,364,0.68,385,385,247,472,17.31,0.769,0,67.3,3447,1034,1034,1,0,51.92,9.6,0,0,0,0,0,1.3,1.442,0.654,38.462,15.385,2.308,385,8.08,3.4,5,1.45,55.82
"Beverages, FUZE, orange mango, fortified with vitamins A, C, E, B6",0.68,0.06,9.2,38,0,0,0,0,0,9,0,0.2,9,0.1,10,16,192,10,0.05,0.044,0,0.1,400,0,20,232,0,1.08,0,0,0,15,0,116,24,0.08,0.018,0.204,0,0.16,44,0,5.7,0,0.007,9
"Alcoholic beverage, distilled, gin, 90 proof",0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alcoholic beverage, distilled, rum, 80 proof",0,0,0,231,0,0,0,0,0,0,0,0,0,0.12,0,5,2,1,0.07,0.05,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0
"Alcoholic beverage, distilled, vodka, 80 proof",0,0,0,231,0,0,0,0,0,0,0,0,0,0.01,0,5,1,1,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.007,0,0,0,0,0,0,0,0,0
"Alcoholic beverage, distilled, whiskey, 86 proof",0,0,0.1,250,0,0,0,0,0,0.1,0,0,0,0.02,0,3,1,0,0.02,0.014,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.001,0.05,0,0,0,0,0,0,0,0.1
"Beverages, almond milk, chocolate, ready-to-drink",0.63,1.25,9.38,50,0,0,0,0,0,8.75,0,0.4,188,0.53,12,19,75,71,0.63,0.067,0.083,0.2,208,62,63,0,0,2.81,1,0,0,0,0,0,4.4,0.022,0.177,0.103,0.035,0.006,1,1.25,2,0,0,8.98
"Beverages, UNILEVER, SLIMFAST Shake Mix, high protein, whey powder, 3-2-1 Plan,",27.87,11.62,50,368,0,0,0,0,0,20.59,0,18.2,1039,24.84,473,563,752,495,17.29,0.769,269.1,67.5,2885,865,865,1,0,51.92,9.6,0,9.6,0,0,0,103.8,1.499,0.654,38.442,15.377,2.307,385,8.07,3.4,6,1.36,31.8
"Beverages, Acai berry drink, fortified",0.83,0.83,12.83,62,0.8,3.7,6.6,0,0,11.1,0,1.2,19,0.16,11,13,130,13,0.11,0.076,1.66,0,9698,0,485,5784,46,11.11,0,0,0,23,899,783,42.1,0.03,0.04,9.06,3.333,1.1,4,3.4,0,0,0,11.63
"Alcoholic beverage, wine, dessert, sweet",0.2,0,13.69,160,0.05,2.6,5.15,0,0,7.78,0,0,8,0.24,9,9,92,9,0.07,0.045,0.119,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.018,0.213,0.032,0,0,0,5,0,0,13.69
"Beverages, Whey protein powder isolate",58.14,1.16,29.07,359,0,0,0,0,0,1.16,0,0,698,1.26,233,581,872,372,8.72,1.163,1.16,40.7,2907,872,872,1,0,7.85,0,0,0,0,0,0,34.9,0.872,0.988,11.628,5.814,1.163,233,3.49,225,12,0.581,29.07
"Beverages, KELLOGG'S, SPECIAL K Protein Shake",3.2,1.6,9.2,64,0,0,0,0,0,5.95,0,1.7,113,0.5,39,113,168,73,0.7,0,0,5.6,563,169,169,3,0,4.5,1.1,0,0,0,0,0,20,0.16,0.19,2.2,0,0.23,39,0.7,7.5,4,0.208,7.5
"Beverages, Energy Drink with carbonated water and high fructose corn syrup",0.42,0,15,62,0,0,0,0,0,13.75,0,0,0,0,0,0,10,48,0.63,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0.833,167,2.5,0,0,0,15
"Beverages, Energy Drink, sugar free",0.42,0,0.42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0.833,167,2.5,0,0,0,0.42
"Beverages, ABBOTT, ENSURE, Nutritional Shake, Ready-to-Drink",3.8,2.53,16.88,105,0,0,0,0,0,9.7,0,0,127,1.9,42,105,156,84,1.58,0.211,0,7.4,527,158,158,0,0,1.42,1.1,0,0,0,0,0,12.7,0.158,0.179,2.11,1.055,0.211,42,0.63,32.4,2,0.422,16.88
"Beverages, chocolate powder, no sugar added",9.09,9.09,63.64,373,0,0,0,0,0,27.27,0,9.1,909,3.27,410,500,1705,636,13.64,1.818,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,54.5,1.5,0.35,25.6,0,1.818,7,0,266.9,0,4.545,54.54
"Beverages, Orange juice, light, No pulp",0.21,0,5.42,21,0,0,0,0,0,4.17,0,0,0,0,10,4,188,4,0.02,0.018,0,0,208,0,10,79,2,1.25,0,0,0,60,0,47,30,0.063,0.028,0.333,0,0.05,10,0,0,0,0,5.42
"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",0,0,12.5,45,0,0,0,0,0,12.5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,12.5
"Beverages, Protein powder whey based",78.13,1.56,6.25,352,0,0,0,0,0,0,0,3.1,469,1.13,195,1321,500,156,6.18,0.049,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,2.017,1.136,5.516,0.607,33,2.45,224,16,0.781,3.15
"Beverages, Protein powder soy based",55.56,5.56,28.89,388,0,0,0,0,0,22.22,0,6.7,178,12,64,1272,933,733,6.6,2.62,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.164,2.357,0,0.164,289,0,312.9,0,1.111,22.19
"Beverages, KELLOGG'S SPECIAL K20 protein powder",35.2,0.6,58.4,380,0,0,0,0,0,2,0,37.5,115,2,7,69,490,280,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,27.65,0,2.8,0,8.3,76.7,4,0.236,20.9
"Beverages, ZEVIA, cola",0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13
"Beverages, ZEVIA, cola, caffeine free",0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13
"Beverages, GEROLSTEINER BRUNNEN GmbH & Co. KG,Gerolsteiner naturally sparkling mineral water,",0,0,0,0,0,0,0,0,0,0,0,0,33,0,11,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beverages, ICELANDIC, Glacial Natural spring water",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beverages, yellow green colored citrus soft drink with caffeine",0,0,12.83,49,0,0,0,0,0,12.9,0,0,13,0.02,3,0,2,18,0,0.005,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.34,2,0,0.2,0,0,0.3,0,0,12.83
"Beverages, rich chocolate, powder",0,0,92.96,372,0,0,0,0,0,81.82,0,0,909,16.36,218,0,0,636,13.64,1.818,0,0,4545,1365,1365,0,0,12.27,9.1,0,9.1,0,0,0,54.5,1.364,0,18.182,0,1.818,0,0,0,0,0,92.96
